MONTH,MONTHNUM,STATE,PERIOD,SEASON,CROP,Generic.Name
Sep,9,Madhya Pradesh,Harvesting,,Lime/Lemon,Lemon
Mar,3,Maharashtra,Harvesting,,Lime/Lemon,Lemon
Apr,4,Maharashtra,Harvesting,,Lime/Lemon,Lemon
Mar,3,Andhra Pradesh,Harvesting,,Grapes,Grape
Apr,4,Andhra Pradesh,Harvesting,,Grapes,Grape
Jun,6,Haryana,Harvesting,,Grapes,Grape
Jul,7,Himachal Pradesh,Harvesting,,Grapes,Grape
Jun,6,Jammu & Kashmir,Harvesting,,Grapes,Grape
Jul,7,Jammu & Kashmir,Harvesting,,Grapes,Grape
Mar,3,Madhya Pradesh,Harvesting,,Grapes,Grape
Apr,4,Madhya Pradesh,Harvesting,,Grapes,Grape
Mar,3,Maharashtra,Harvesting,,Grapes,Grape
Apr,4,Maharashtra,Harvesting,,Grapes,Grape
May,5,Maharashtra,Harvesting,,Grapes,Grape
Jul,7,Mizoram,Harvesting,,Mango,Mango
Jul,7,Nagaland,Harvesting,,Mango,Mango
Apr,4,Odisha,Harvesting,,Mango,Mango
May,5,Odisha,Harvesting,,Mango,Mango
Jun,6,Odisha,Harvesting,,Mango,Mango
Jun,6,Punjab,Harvesting,,Mango,Mango
Jun,6,Rajasthan,Harvesting,,Mango,Mango
Jun,6,Sikkim,Harvesting,,Mango,Mango
May,5,Tamil Nadu,Harvesting,,Mango,Mango
Jun,6,Tamil Nadu,Harvesting,,Mango,Mango
Jun,6,Tripura,Harvesting,,Mango,Mango
Jun,6,Uttar Pradesh,Harvesting,,Mango,Mango
Jun,6,Uttarakhand,Harvesting,,Mango,Mango
Jul,7,Uttarakhand,Harvesting,,Mango,Mango
Aug,8,Uttarakhand,Harvesting,,Mango,Mango
Jun,6,West Bengal,Harvesting,,Mango,Mango
Jul,7,West Bengal,Harvesting,,Mango,Mango
Jan,1,Andaman & Nicobar Islands,Harvesting,,Mango,Mango
Feb,2,Andaman & Nicobar Islands,Harvesting,,Mango,Mango
Mar,3,Andaman & Nicobar Islands,Harvesting,,Mango,Mango
Apr,4,Andaman & Nicobar Islands,Harvesting,,Mango,Mango
May,5,Dadra & Nagar Haveli,Harvesting,,Mango,Mango
May,5,Daman & Diu,Harvesting,,Mango,Mango
Jun,6,Puducherry,Harvesting,,Mango,Mango
Jul,7,Puducherry,Harvesting,,Mango,Mango
Jul,7,Uttarakhand,Harvesting,,Apple,Apple
Aug,8,Uttarakhand,Harvesting,,Apple,Apple
Aug,8,Manipur,Harvesting,,Banana,Banana
Jun,6,Meghalaya,Harvesting,,Banana,Banana
Feb,2,Mizoram,Harvesting,,Banana,Banana
,,Nagaland,Year-Round Harvesting,,Banana,Banana
Sep,9,Odisha,Harvesting,,Banana,Banana
Oct,10,Odisha,Harvesting,,Banana,Banana
Nov,11,Odisha,Harvesting,,Banana,Banana
Dec,12,Odisha,Harvesting,,Banana,Banana
Sep,9,Sikkim,Harvesting,,Banana,Banana
Oct,10,Sikkim,Harvesting,,Banana,Banana
,,Tamil Nadu,Year-Round Harvesting,,Banana,Banana
,,Tripura,Year-Round Harvesting,,Banana,Banana
Aug,8,Uttar Pradesh,Harvesting,,Banana,Banana
Sep,9,Uttar Pradesh,Harvesting,,Banana,Banana
May,5,Uttarakhand,Harvesting,,Banana,Banana
Jun,6,Uttarakhand,Harvesting,,Banana,Banana
Jul,7,Uttarakhand,Harvesting,,Banana,Banana
Aug,8,Uttarakhand,Harvesting,,Banana,Banana
Aug,8,West Bengal,Harvesting,,Banana,Banana
Sep,9,West Bengal,Harvesting,,Banana,Banana
Jan,1,Andaman & Nicobar Islands,Harvesting,,Banana,Banana
Feb,2,Andaman & Nicobar Islands,Harvesting,,Banana,Banana
Mar,3,Andaman & Nicobar Islands,Harvesting,,Banana,Banana
Oct,10,Andaman & Nicobar Islands,Harvesting,,Banana,Banana
Nov,11,Andaman & Nicobar Islands,Harvesting,,Banana,Banana
Dec,12,Andaman & Nicobar Islands,Harvesting,,Banana,Banana
Sep,9,Dadra & Nagar Haveli,Harvesting,,Banana,Banana
Oct,10,Dadra & Nagar Haveli,Harvesting,,Banana,Banana
Nov,11,Dadra & Nagar Haveli,Harvesting,,Banana,Banana
Sep,9,Daman & Diu,Harvesting,,Banana,Banana
Oct,10,Daman & Diu,Harvesting,,Banana,Banana
Nov,11,Daman & Diu,Harvesting,,Banana,Banana
,,Lakshadweep,Year-Round Harvesting,,Banana,Banana
Aug,8,Puducherry,Harvesting,,Banana,Banana
Dec,12,Manipur,Harvesting,,Lime/Lemon,Lemon
Aug,8,Mizoram,Harvesting,,Lime/Lemon,Lemon
Aug,8,Odisha,Harvesting,,Lime/Lemon,Lemon
Sep,9,Odisha,Harvesting,,Lime/Lemon,Lemon
,,Punjab,Year-Round Harvesting,,Lime/Lemon,Lemon
Aug,8,Rajasthan,Harvesting,,Lime/Lemon,Lemon
Feb,2,Tamil Nadu,Harvesting,,Lime/Lemon,Lemon
Mar,3,Tamil Nadu,Harvesting,,Lime/Lemon,Lemon
Jun,6,Tripura,Harvesting,,Lime/Lemon,Lemon
Jul,7,Tripura,Harvesting,,Lime/Lemon,Lemon
Dec,12,Uttar Pradesh,Harvesting,,Lime/Lemon,Lemon
May,5,Uttarakhand,Harvesting,,Lime/Lemon,Lemon
Jun,6,Uttarakhand,Harvesting,,Lime/Lemon,Lemon
Jul,7,Uttarakhand,Harvesting,,Lime/Lemon,Lemon
Nov,11,Uttarakhand,Harvesting,,Lime/Lemon,Lemon
Dec,12,Uttarakhand,Harvesting,,Lime/Lemon,Lemon
Sep,9,West Bengal,Harvesting,,Lime/Lemon,Lemon
Jan,1,Puducherry,Harvesting,,Lime/Lemon,Lemon
Oct,10,Mizoram,Harvesting,,Grapes,Grape
May,5,Punjab,Harvesting,,Grapes,Grape
Jun,6,Punjab,Harvesting,,Grapes,Grape
Jun,6,Rajasthan,Harvesting,,Grapes,Grape
May,5,Tamil Nadu,Harvesting,,Grapes,Grape
Jun,6,Tamil Nadu,Harvesting,,Grapes,Grape
Jul,7,Tamil Nadu,Harvesting,,Grapes,Grape
Aug,8,Tamil Nadu,Harvesting,,Grapes,Grape
Sep,9,Tamil Nadu,Harvesting,,Grapes,Grape
Oct,10,Tamil Nadu,Harvesting,,Grapes,Grape
Nov,11,Tamil Nadu,Harvesting,,Grapes,Grape
Jun,6,Uttar Pradesh,Harvesting,,Grapes,Grape
Apr,4,Andhra Pradesh,Harvesting,,Potato,Potato
May,5,Andhra Pradesh,Harvesting,,Potato,Potato
Jun,6,Andhra Pradesh,Harvesting,,Potato,Potato
Dec,12,Assam,Harvesting,,Potato,Potato
Jan,1,Assam,Harvesting,,Potato,Potato
Jan,1,Bihar,Harvesting,,Potato,Potato
Feb,2,Bihar,Harvesting,,Potato,Potato
Jan,1,Chhattisgarh,Harvesting,,Potato,Potato
Feb,2,Chhattisgarh,Harvesting,,Potato,Potato
Mar,3,Chhattisgarh,Harvesting,,Potato,Potato
Jan,1,Gujarat,Harvesting,,Potato,Potato
Feb,2,Haryana,Harvesting,,Potato,Potato
Mar,3,Haryana,Harvesting,,Potato,Potato
May,5,Himachal Pradesh,Harvesting,,Potato,Potato
Jun,6,Himachal Pradesh,Harvesting,,Potato,Potato
Aug,8,Himachal Pradesh,Harvesting,,Potato,Potato
Sep,9,Himachal Pradesh,Harvesting,,Potato,Potato
Oct,10,Himachal Pradesh,Harvesting,,Potato,Potato
Nov,11,Himachal Pradesh,Harvesting,,Potato,Potato
Apr,4,Jammu & Kashmir,Harvesting,,Potato,Potato
May,5,Jammu & Kashmir,Harvesting,,Potato,Potato
Jun,6,Jammu & Kashmir,Harvesting,,Potato,Potato
Jul,7,Jammu & Kashmir,Harvesting,,Potato,Potato
Dec,12,Jharkhand,Harvesting,,Potato,Potato
Jan,1,Jharkhand,Harvesting,,Potato,Potato
Feb,2,Jharkhand,Harvesting,,Potato,Potato
Feb,2,Karnataka,Harvesting,,Potato,Potato
Mar,3,Karnataka,Harvesting,,Potato,Potato
Sep,9,Karnataka,Harvesting,,Potato,Potato
Oct,10,Karnataka,Harvesting,,Potato,Potato
Feb,2,Madhya Pradesh,Harvesting,,Potato,Potato
Mar,3,Madhya Pradesh,Harvesting,,Potato,Potato
Mar,3,Maharashtra,Harvesting,,Potato,Potato
Apr,4,Maharashtra,Harvesting,,Potato,Potato
May,5,Maharashtra,Harvesting,,Potato,Potato
Dec,12,Manipur,Harvesting,,Potato,Potato
Jan,1,Manipur,Harvesting,,Potato,Potato
Apr,4,Andhra Pradesh,Harvesting,,Onion,Onion
May,5,Andhra Pradesh,Harvesting,,Onion,Onion
Jun,6,Andhra Pradesh,Harvesting,,Onion,Onion
Sep,9,Andhra Pradesh,Harvesting,,Onion,Onion
Oct,10,Andhra Pradesh,Harvesting,,Onion,Onion
Nov,11,Andhra Pradesh,Harvesting,,Onion,Onion
Dec,12,Assam,Harvesting,,Onion,Onion
Jan,1,Assam,Harvesting,,Onion,Onion
Feb,2,Assam,Harvesting,,Onion,Onion
Mar,3,Bihar,Harvesting,,Onion,Onion
Apr,4,Bihar,Harvesting,,Onion,Onion
Mar,3,Chhattisgarh,Harvesting,,Onion,Onion
Apr,4,Chhattisgarh,Harvesting,,Onion,Onion
Feb,2,Gujarat,Harvesting,,Onion,Onion
Apr,4,Haryana,Harvesting,,Onion,Onion
May,5,Haryana,Harvesting,,Onion,Onion
Jun,6,Haryana,Harvesting,,Onion,Onion
Jul,7,Haryana,Harvesting,,Onion,Onion
Aug,8,Haryana,Harvesting,,Onion,Onion
Sep,9,Haryana,Harvesting,,Onion,Onion
Oct,10,Haryana,Harvesting,,Onion,Onion
Nov,11,Haryana,Harvesting,,Onion,Onion
Dec,12,Haryana,Harvesting,,Onion,Onion
May,5,Himachal Pradesh,Harvesting,,Onion,Onion
Jun,6,Himachal Pradesh,Harvesting,,Onion,Onion
May,5,Jammu & Kashmir,Harvesting,,Onion,Onion
Jun,6,Jammu & Kashmir,Harvesting,,Onion,Onion
Mar,3,Jharkhand,Harvesting,,Onion,Onion
Apr,4,Jharkhand,Harvesting,,Onion,Onion
Apr,4,Karnataka,Harvesting,,Onion,Onion
May,5,Karnataka,Harvesting,,Onion,Onion
Jun,6,Karnataka,Harvesting,,Onion,Onion
Sep,9,Karnataka,Harvesting,,Onion,Onion
Oct,10,Karnataka,Harvesting,,Onion,Onion
Mar,3,Madhya Pradesh,Harvesting,,Onion,Onion
Apr,4,Madhya Pradesh,Harvesting,,Onion,Onion
Apr,4,Maharashtra,Harvesting,,Onion,Onion
,,Andhra Pradesh,Year-Round Harvesting,,Tomato,Tomato
Dec,12,Assam,Harvesting,,Tomato,Tomato
Jan,1,Assam,Harvesting,,Tomato,Tomato
Feb,2,Assam,Harvesting,,Tomato,Tomato
Jan,1,Bihar,Harvesting,,Tomato,Tomato
Feb,2,Bihar,Harvesting,,Tomato,Tomato
Aug,8,Chhattisgarh,Harvesting,,Tomato,Tomato
Sep,9,Chhattisgarh,Harvesting,,Tomato,Tomato
Oct,10,Chhattisgarh,Harvesting,,Tomato,Tomato
Nov,11,Chhattisgarh,Harvesting,,Tomato,Tomato
Dec,12,Chhattisgarh,Harvesting,,Tomato,Tomato
Jan,1,Chhattisgarh,Harvesting,,Tomato,Tomato
Feb,2,Chhattisgarh,Harvesting,,Tomato,Tomato
Dec,12,Gujarat,Harvesting,,Tomato,Tomato
Jan,1,Gujarat,Harvesting,,Tomato,Tomato
Feb,2,Gujarat,Harvesting,,Tomato,Tomato
Mar,3,Gujarat,Harvesting,,Tomato,Tomato
Apr,4,Haryana,Harvesting,,Tomato,Tomato
May,5,Haryana,Harvesting,,Tomato,Tomato
Jun,6,Haryana,Harvesting,,Tomato,Tomato
Jul,7,Haryana,Harvesting,,Tomato,Tomato
Aug,8,Haryana,Harvesting,,Tomato,Tomato
Sep,9,Haryana,Harvesting,,Tomato,Tomato
Oct,10,Haryana,Harvesting,,Tomato,Tomato
May,5,Himachal Pradesh,Harvesting,,Tomato,Tomato
Jun,6,Himachal Pradesh,Harvesting,,Tomato,Tomato
Jul,7,Himachal Pradesh,Harvesting,,Tomato,Tomato
Aug,8,Himachal Pradesh,Harvesting,,Tomato,Tomato
Apr,4,Jammu & Kashmir,Harvesting,,Tomato,Tomato
Feb,2,Jharkhand,Harvesting,,Tomato,Tomato
Mar,3,Jharkhand,Harvesting,,Tomato,Tomato
Apr,4,Jharkhand,Harvesting,,Tomato,Tomato
May,5,Jharkhand,Harvesting,,Tomato,Tomato
Jun,6,Jharkhand,Harvesting,,Tomato,Tomato
Jul,7,Jharkhand,Harvesting,,Tomato,Tomato
Aug,8,Jharkhand,Harvesting,,Tomato,Tomato
Sep,9,Jharkhand,Harvesting,,Tomato,Tomato
Oct,10,Jharkhand,Harvesting,,Tomato,Tomato
Nov,11,Jharkhand,Harvesting,,Tomato,Tomato
Dec,12,Jharkhand,Harvesting,,Tomato,Tomato
May,5,Karnataka,Harvesting,,Tomato,Tomato
Jun,6,Karnataka,Harvesting,,Tomato,Tomato
Jul,7,Karnataka,Harvesting,,Tomato,Tomato
Oct,10,Madhya Pradesh,Harvesting,,Tomato,Tomato
Nov,11,Madhya Pradesh,Harvesting,,Tomato,Tomato
Dec,12,Madhya Pradesh,Harvesting,,Tomato,Tomato
,,Maharashtra,Year-Round Harvesting,,Tomato,Tomato
Jul,7,Manipur,Harvesting,,Tomato,Tomato
Aug,8,Manipur,Harvesting,,Tomato,Tomato
Nov,11,Andhra Pradesh,Harvesting,,Cabbage,Cabbage
Dec,12,Andhra Pradesh,Harvesting,,Cabbage,Cabbage
Jan,1,Andhra Pradesh,Harvesting,,Cabbage,Cabbage
Jan,1,Assam,Harvesting,,Cabbage,Cabbage
Feb,2,Assam,Harvesting,,Cabbage,Cabbage
Nov,11,Bihar,Harvesting,,Cabbage,Cabbage
Dec,12,Bihar,Harvesting,,Cabbage,Cabbage
Jan,1,Bihar,Harvesting,,Cabbage,Cabbage
Feb,2,Bihar,Harvesting,,Cabbage,Cabbage
Aug,8,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Sep,9,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Oct,10,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Nov,11,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Dec,12,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Jan,1,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Feb,2,Chhattisgarh,Harvesting,,Cabbage,Cabbage
Dec,12,Gujarat,Harvesting,,Cabbage,Cabbage
Jan,1,Gujarat,Harvesting,,Cabbage,Cabbage
Feb,2,Gujarat,Harvesting,,Cabbage,Cabbage
Jan,1,Haryana,Harvesting,,Cabbage,Cabbage
Sep,9,Himachal Pradesh,Harvesting,,Cabbage,Cabbage
Oct,10,Himachal Pradesh,Harvesting,,Cabbage,Cabbage
Nov,11,Himachal Pradesh,Harvesting,,Cabbage,Cabbage
Dec,12,Himachal Pradesh,Harvesting,,Cabbage,Cabbage
Feb,2,Himachal Pradesh,Harvesting,,Cabbage,Cabbage
Oct,10,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Nov,11,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Dec,12,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Jan,1,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Feb,2,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Mar,3,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Apr,4,Jammu & Kashmir,Harvesting,,Cabbage,Cabbage
Nov,11,Jharkhand,Harvesting,,Cabbage,Cabbage
Dec,12,Jharkhand,Harvesting,,Cabbage,Cabbage
,,Karnataka,Year-Round Harvesting,,Cabbage,Cabbage
Jan,1,Madhya Pradesh,Harvesting,,Cabbage,Cabbage
Feb,2,Madhya Pradesh,Harvesting,,Cabbage,Cabbage
Jan,1,Maharashtra,Harvesting,,Cabbage,Cabbage
Feb,2,Maharashtra,Harvesting,,Cabbage,Cabbage
Jul,7,Manipur,Harvesting,,Cabbage,Cabbage
Aug,8,Manipur,Harvesting,,Cabbage,Cabbage
Nov,11,Andhra Pradesh,Harvesting,,Cauliflower,Cauliflower
Dec,12,Andhra Pradesh,Harvesting,,Cauliflower,Cauliflower
Jan,1,Andhra Pradesh,Harvesting,,Cauliflower,Cauliflower
Nov,11,Assam,Harvesting,,Cauliflower,Cauliflower
Dec,12,Assam,Harvesting,,Cauliflower,Cauliflower
Jan,1,Assam,Harvesting,,Cauliflower,Cauliflower
Feb,2,Assam,Harvesting,,Cauliflower,Cauliflower
Dec,12,Bihar,Harvesting,,Cauliflower,Cauliflower
Jan,1,Bihar,Harvesting,,Cauliflower,Cauliflower
Feb,2,Bihar,Harvesting,,Cauliflower,Cauliflower
Aug,8,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Sep,9,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Oct,10,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Nov,11,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Dec,12,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Jan,1,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Feb,2,Chhattisgarh,Harvesting,,Cauliflower,Cauliflower
Dec,12,Gujarat,Harvesting,,Cauliflower,Cauliflower
Jan,1,Gujarat,Harvesting,,Cauliflower,Cauliflower
Feb,2,Gujarat,Harvesting,,Cauliflower,Cauliflower
Jan,1,Haryana,Harvesting,,Cauliflower,Cauliflower
Dec,12,Himachal Pradesh,Harvesting,,Cauliflower,Cauliflower
Jan,1,Himachal Pradesh,Harvesting,,Cauliflower,Cauliflower
Feb,2,Himachal Pradesh,Harvesting,,Cauliflower,Cauliflower
Aug,8,Himachal Pradesh,Harvesting,,Cauliflower,Cauliflower
Sep,9,Himachal Pradesh,Harvesting,,Cauliflower,Cauliflower
Oct,10,Himachal Pradesh,Harvesting,,Cauliflower,Cauliflower
Oct,10,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Nov,11,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Dec,12,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Jan,1,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Feb,2,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Mar,3,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Apr,4,Jammu & Kashmir,Harvesting,,Cauliflower,Cauliflower
Oct,10,Jharkhand,Harvesting,,Cauliflower,Cauliflower
Nov,11,Jharkhand,Harvesting,,Cauliflower,Cauliflower
Dec,12,Jharkhand,Harvesting,,Cauliflower,Cauliflower
,,Karnataka,Year-Round Harvesting,,Cauliflower,Cauliflower
Jan,1,Madhya Pradesh,Harvesting,,Cauliflower,Cauliflower
Feb,2,Madhya Pradesh,Harvesting,,Cauliflower,Cauliflower
Oct,10,Manipur,Harvesting,,Cauliflower,Cauliflower
Nov,11,Manipur,Harvesting,,Cauliflower,Cauliflower
Dec,12,Manipur,Harvesting,,Cauliflower,Cauliflower
Jan,1,Manipur,Harvesting,,Cauliflower,Cauliflower
Sep,9,Bihar,Harvesting,kharif,paddy,Rice
May,5,Punjab,Sowing,kharif,paddy,Rice
Apr,4,West Bengal,Sowing,kharif,paddy,Rice
May,5,West Bengal,Sowing,kharif,paddy,Rice
Jun,6,West Bengal,Sowing,kharif,paddy,Rice
Jul,7,West Bengal,Sowing,kharif,paddy,Rice
Aug,8,West Bengal,Harvesting,kharif,paddy,Rice
Sep,9,West Bengal,Harvesting,kharif,paddy,Rice
Oct,10,West Bengal,Harvesting,kharif,paddy,Rice
Nov,11,West Bengal,Harvesting,kharif,paddy,Rice
Mar,3,Andhra Pradesh,Harvesting,rabi,paddy,Rice
Apr,4,Andhra Pradesh,Harvesting,rabi,paddy,Rice
Nov,11,West Bengal,Sowing,summer,paddy,Rice
Dec,12,West Bengal,Sowing,summer,paddy,Rice
Apr,4,West Bengal,Harvesting,summer,paddy,Rice
May,5,West Bengal,Harvesting,summer,paddy,Rice
Dec,12,Gujarat,Sowing,rabi,wheat,Wheat
Dec,12,Himachal Pradesh,Sowing,rabi,wheat,Wheat
Apr,4,Jammu & Kashmir,Harvesting,rabi,wheat,Wheat
Jun,6,Jammu & Kashmir,Harvesting,rabi,wheat,Wheat
Mar,3,Karnataka,Harvesting,rabi,wheat,Wheat
Dec,12,Madhya Pradesh,Sowing,rabi,wheat,Wheat
Apr,4,Madhya Pradesh,Harvesting,rabi,wheat,Wheat
Dec,12,Punjab,Sowing,rabi,wheat,Wheat
Oct,10,Rajasthan,Sowing,rabi,wheat,Wheat
Jun,6,Andhra Pradesh,Sowing,early,arhar/tur,Arhar
Nov,11,Andhra Pradesh,Harvesting,early,arhar/tur,Arhar
Jun,6,Karnataka,Sowing,early,arhar/tur,Arhar
Nov,11,Karnataka,Harvesting,early,arhar/tur,Arhar
Jun,6,Maharashtra,Sowing,early,arhar/tur,Arhar
Nov,11,Maharashtra,Harvesting,early,arhar/tur,Arhar
Jun,6,Rajasthan,Sowing,early,arhar/tur,Arhar
Nov,11,Rajasthan,Harvesting,early,arhar/tur,Arhar
Jun,6,Uttar Pradesh,Sowing,early,arhar/tur,Arhar
Nov,11,Uttar Pradesh,Harvesting,early,arhar/tur,Arhar
Jun,6,Tamil Nadu,Sowing,early,arhar/tur,Arhar
Nov,11,Tamil Nadu,Harvesting,early,arhar/tur,Arhar
Jun,6,Gujarat,Sowing,early,arhar/tur,Arhar
Nov,11,Gujarat,Harvesting,early,arhar/tur,Arhar
Jun,6,Bihar,Sowing,early,arhar/tur,Arhar
Nov,11,Bihar,Harvesting,early,arhar/tur,Arhar
Jun,6,Madhya Pradesh,Sowing,early,arhar/tur,Arhar
Nov,11,Madhya Pradesh,Harvesting,early,arhar/tur,Arhar
Jun,6,Uttarakhand,Sowing,early,arhar/tur,Arhar
Nov,11,Uttarakhand,Harvesting,early,arhar/tur,Arhar
Jun,6,Odisha,Sowing,early,arhar/tur,Arhar
Nov,11,Odisha,Harvesting,early,arhar/tur,Arhar
Jun,6,Haryana,Sowing,early,arhar/tur,Arhar
Oct,10,Haryana,Harvesting,early,arhar/tur,Arhar
Jun,6,Punjab,Sowing,early,arhar/tur,Arhar
Oct,10,Punjab,Harvesting,early,arhar/tur,Arhar
Jun,6,Jharkhand,Sowing,early,arhar/tur,Arhar
Nov,11,Jharkhand,Harvesting,early,arhar/tur,Arhar
Jun,6,Chhattisgarh,Sowing,early,arhar/tur,Arhar
Nov,11,Chhattisgarh,Harvesting,early,arhar/tur,Arhar
Jun,6,Tripura,Sowing,early,arhar/tur,Arhar
Nov,11,Tripura,Harvesting,early,arhar/tur,Arhar
Jun,6,Nagaland,Sowing,early,arhar/tur,Arhar
Nov,11,Nagaland,Harvesting,early,arhar/tur,Arhar
Jun,6,All India,Sowing,early,arhar/tur,Arhar
Nov,11,All India,Harvesting,early,arhar/tur,Arhar
Jul,7,Andhra Pradesh,Sowing,early-middle,arhar/tur,Arhar
Dec,12,Andhra Pradesh,Harvesting,early-middle,arhar/tur,Arhar
Jul,7,Karnataka,Sowing,early-middle,arhar/tur,Arhar
Dec,12,Karnataka,Harvesting,early-middle,arhar/tur,Arhar
Jul,7,Maharashtra,Sowing,early-middle,arhar/tur,Arhar
Dec,12,Maharashtra,Harvesting,early-middle,arhar/tur,Arhar
Jul,7,Tamil Nadu,Sowing,early-middle,arhar/tur,Arhar
Dec,12,Tamil Nadu,Harvesting,early-middle,arhar/tur,Arhar
Jul,7,Gujarat,Sowing,early-middle,arhar/tur,Arhar
Dec,12,Gujarat,Harvesting,early-middle,arhar/tur,Arhar
Jun,6,Madhya Pradesh,Sowing,early-middle,arhar/tur,Arhar
Jul,7,Madhya Pradesh,Sowing,early-middle,arhar/tur,Arhar
Nov,11,Madhya Pradesh,Harvesting,early-middle,arhar/tur,Arhar
Dec,12,Madhya Pradesh,Harvesting,early-middle,arhar/tur,Arhar
Jul,7,All India,Sowing,early-middle,arhar/tur,Arhar
Dec,12,All India,Harvesting,early-middle,arhar/tur,Arhar
Jul,7,Andhra Pradesh,Sowing,medium,arhar/tur,Arhar
Jan,1,Andhra Pradesh,Harvesting,medium,arhar/tur,Arhar
Jul,7,Karnataka,Sowing,medium,arhar/tur,Arhar
Jan,1,Karnataka,Harvesting,medium,arhar/tur,Arhar
Jul,7,Maharashtra,Sowing,medium,arhar/tur,Arhar
Jan,1,Maharashtra,Harvesting,medium,arhar/tur,Arhar
Jul,7,Tamil Nadu,Sowing,medium,arhar/tur,Arhar
Jan,1,Tamil Nadu,Harvesting,medium,arhar/tur,Arhar
Jul,7,Gujarat,Sowing,medium,arhar/tur,Arhar
Jan,1,Gujarat,Harvesting,medium,arhar/tur,Arhar
Jul,7,Madhya Pradesh,Sowing,medium,arhar/tur,Arhar
Jan,1,Madhya Pradesh,Harvesting,medium,arhar/tur,Arhar
Jun,6,Odisha,Sowing,medium,arhar/tur,Arhar
Jul,7,Odisha,Sowing,medium,arhar/tur,Arhar
Jan,1,Odisha,Harvesting,medium,arhar/tur,Arhar
Jun,6,Jharkhand,Sowing,medium,arhar/tur,Arhar
Jul,7,Jharkhand,Sowing,medium,arhar/tur,Arhar
Jan,1,Jharkhand,Harvesting,medium,arhar/tur,Arhar
Jun,6,Chhattisgarh,Sowing,medium,arhar/tur,Arhar
Jul,7,Chhattisgarh,Sowing,medium,arhar/tur,Arhar
Dec,12,Chhattisgarh,Harvesting,medium,arhar/tur,Arhar
Jan,1,Chhattisgarh,Harvesting,medium,arhar/tur,Arhar
Jul,7,All India,Sowing,medium,arhar/tur,Arhar
Jan,1,All India,Harvesting,medium,arhar/tur,Arhar
Feb,2,All India,Harvesting,medium,arhar/tur,Arhar
Mar,3,All India,Harvesting,medium,arhar/tur,Arhar
Apr,4,All India,Harvesting,medium,arhar/tur,Arhar
May,5,All India,Harvesting,medium,arhar/tur,Arhar
Jun,6,All India,Harvesting,medium,arhar/tur,Arhar
Jul,7,All India,Harvesting,medium,arhar/tur,Arhar
Aug,8,All India,Harvesting,medium,arhar/tur,Arhar
Sep,9,All India,Harvesting,medium,arhar/tur,Arhar
Oct,10,All India,Harvesting,medium,arhar/tur,Arhar
Nov,11,All India,Harvesting,medium,arhar/tur,Arhar
Dec,12,All India,Harvesting,medium,arhar/tur,Arhar
Jul,7,Uttar Pradesh,Sowing,long,arhar/tur,Arhar
Apr,4,Uttar Pradesh,Harvesting,long,arhar/tur,Arhar
Jul,7,Bihar,Sowing,long,arhar/tur,Arhar
Apr,4,Bihar,Harvesting,long,arhar/tur,Arhar
Jul,7,Jharkhand,Sowing,long,arhar/tur,Arhar
Mar,3,Jharkhand,Harvesting,long,arhar/tur,Arhar
Apr,4,Jharkhand,Harvesting,long,arhar/tur,Arhar
Jul,7,All India,Sowing,long,arhar/tur,Arhar
Apr,4,All India,Harvesting,long,arhar/tur,Arhar
Jun,6,Andhra Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Andhra Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Andhra Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Andhra Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Assam,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Assam,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Assam,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Assam,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Bihar,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Bihar,Sowing,kharif,mungbean/urdbean,Urad
